,exp,wks,bluecol,ind,south,smsa,married,sex,union,ed,black,lwage,wage
3250,4,39,no,0,no,yes,yes,male,yes,16,no,6.38012,589.9985032
3251,5,36,no,0,no,yes,yes,male,yes,16,no,6.35437,574.9999765
3252,6,39,no,0,no,yes,yes,male,yes,16,no,6.47697,649.9984641
3253,7,37,no,0,no,yes,yes,male,yes,16,no,6.43775,624.9989689
3254,8,38,no,0,no,no,yes,male,yes,16,no,6.52942,685.0007958
3255,9,38,no,0,no,no,yes,male,yes,16,no,6.68461,799.9986179
3256,28,50,yes,1,no,yes,yes,male,yes,12,no,6.24417,515.0015962
3257,29,38,yes,1,no,yes,yes,male,yes,12,no,6.34564,570.0020743
3258,30,49,yes,1,no,yes,yes,male,yes,12,no,6.42162,614.9986053
3259,31,48,yes,1,no,yes,yes,male,yes,12,no,6.51471,674.9981837
3260,32,49,yes,1,no,yes,yes,male,no,12,no,6.58617,724.9988002
3261,33,48,yes,1,no,yes,yes,male,yes,12,no,6.68461,799.9986179
3262,34,30,yes,1,no,yes,yes,male,yes,12,no,6.7511,854.9987441
3263,24,46,yes,1,no,yes,yes,male,yes,12,no,6.23441,509.9996299
3264,25,51,yes,1,no,yes,yes,male,yes,12,no,6.31897,555.0010469
3265,26,49,yes,1,no,yes,yes,male,yes,12,no,6.42162,614.9986053
3266,27,49,yes,1,no,yes,yes,male,yes,12,no,6.49375,660.9974619
3267,28,49,yes,1,no,yes,yes,male,yes,12,no,6.55108,699.9997655
3268,29,49,yes,1,no,yes,yes,male,yes,12,no,7.00307,1100.004995
3269,30,49,yes,1,no,yes,yes,male,yes,12,no,6.81014,906.9977777
3270,40,49,no,1,no,yes,yes,male,no,17,no,6.90575,997.9967302
3271,41,48,no,1,no,yes,yes,male,no,17,no,6.90575,997.9967302
3272,42,48,no,1,no,yes,yes,male,no,17,no,7.31322,1499.999419
3273,43,49,no,0,no,yes,yes,male,no,17,no,7.31322,1499.999419
3274,44,49,no,1,no,yes,yes,male,no,17,no,7.31322,1499.999419
3275,45,49,no,1,no,yes,yes,male,no,17,no,7.37776,1600.001747
3276,46,50,no,1,no,yes,yes,male,no,17,no,7.37776,1600.001747
3277,44,40,yes,0,yes,yes,no,female,no,9,yes,5.39363,220.0005398
3278,45,35,yes,0,yes,yes,no,female,no,9,yes,5.43808,230.0001589
3279,46,39,yes,0,yes,yes,no,female,no,9,yes,4.60517,99.9999814
3280,47,40,yes,0,yes,yes,no,female,no,9,yes,5.0814,160.9992972
3281,48,39,yes,0,yes,yes,no,female,no,9,yes,5.273,195.0000861
3282,49,38,yes,0,yes,yes,no,female,no,9,yes,5.81413,334.9998218
3283,50,37,yes,0,yes,yes,no,female,no,9,yes,5.74939,313.9990624
3284,10,50,yes,1,no,yes,yes,male,no,12,no,6.52942,685.0007958
3285,11,50,yes,1,no,yes,yes,male,no,12,no,6.62007,749.9975951
3286,12,49,yes,1,no,yes,yes,male,no,12,no,6.4599,638.9971537
3287,13,52,no,1,yes,yes,yes,male,no,12,no,7.00307,1100.004995
3288,14,51,no,1,yes,yes,yes,male,no,12,no,7.20786,1350.000174
3289,15,50,no,1,no,no,yes,male,no,12,no,7.46737,1749.998133
3290,16,51,no,1,no,no,yes,male,no,12,no,7.14913,1272.997965
3291,29,49,no,0,no,yes,yes,male,no,16,no,6.65286,774.9976523
3292,30,48,no,0,no,yes,yes,male,no,16,no,6.73102,838.0015918
3293,31,48,no,0,no,yes,yes,male,no,16,no,6.82979,924.9965428
3294,32,46,no,0,no,yes,yes,male,no,16,no,6.93245,1025.002161
3295,33,48,no,0,no,yes,yes,male,no,16,no,7.02554,1125.001896
3296,34,44,no,0,no,yes,yes,male,no,16,no,7.1309,1250.001462
3297,35,44,no,0,no,yes,yes,male,no,16,no,7.20786,1350.000174
3298,4,21,no,0,yes,no,no,female,no,12,no,5.57973,265.0000461
3299,5,42,no,0,yes,no,no,female,no,12,no,5.73334,308.9996054
3300,6,49,no,0,yes,no,no,female,no,12,no,5.76832,319.9996813
3301,7,49,no,0,yes,no,no,female,no,12,no,5.86647,353.0006859
3302,8,44,no,0,yes,no,no,female,no,12,no,6.06611,431.0008232
3303,9,47,no,0,yes,no,no,female,no,12,no,6.23441,509.9996299
3304,10,48,no,0,yes,no,no,female,no,12,no,6.38688,594.0004043
3305,5,50,yes,0,no,no,yes,male,yes,14,no,6.42162,614.9986053
3306,6,48,yes,0,no,no,yes,male,yes,14,no,6.37502,586.9971708
3307,7,48,yes,0,no,no,yes,male,yes,14,no,6.58617,724.9988002
3308,8,47,yes,0,no,no,yes,male,yes,14,no,6.76273,865.0004265
3309,9,50,yes,0,no,no,yes,male,yes,14,no,6.74876,853.000386
3310,10,49,yes,0,no,no,yes,male,yes,14,no,6.80239,899.995713
3311,11,46,yes,0,no,no,yes,male,yes,14,no,6.93925,1031.995928
3312,12,52,no,1,yes,yes,yes,male,no,17,no,6.71538,824.9972063
3313,13,50,no,1,yes,yes,yes,male,no,17,no,6.74524,850.0031029
3314,14,52,no,1,yes,yes,yes,male,no,17,no,6.88244,975.0024658
3315,15,51,no,1,yes,yes,yes,male,no,17,no,6.98008,1075.004364
3316,16,50,no,1,yes,yes,yes,male,no,17,no,7.24423,1400.003478
3317,17,51,no,0,yes,yes,yes,male,no,17,no,7.43838,1699.993999
3318,18,52,no,0,yes,yes,yes,male,no,17,no,7.17702,1309.001615
3319,17,48,yes,0,no,no,yes,male,yes,12,no,6.81344,909.9958145
3320,18,51,yes,0,no,no,yes,male,yes,12,no,6.88244,975.0024658
3321,19,50,yes,0,no,no,yes,male,yes,12,no,7.00307,1100.004995
3322,20,49,yes,0,no,no,yes,male,yes,12,no,7.17012,1300.000594
3323,21,50,yes,0,no,no,yes,male,yes,12,no,7.17778,1309.996835
3324,22,48,yes,0,no,no,yes,male,yes,12,no,7.24423,1400.003478
3325,23,48,yes,0,no,no,yes,male,yes,12,no,7.39326,1624.994971
3326,26,47,yes,1,no,yes,yes,male,yes,10,no,5.8693,354.0010928
3327,27,49,yes,1,no,yes,yes,male,yes,10,no,5.85793,349.9988959
3328,28,38,yes,1,no,yes,yes,male,yes,10,no,5.87774,357.0015059
3329,29,8,no,0,no,yes,yes,male,no,10,no,5.85793,349.9988959
3330,30,43,yes,1,no,yes,yes,male,no,10,no,6.58617,724.9988002
3331,31,52,yes,1,no,yes,yes,male,no,10,no,6.35437,574.9999765
3332,32,52,yes,1,no,yes,yes,male,no,10,no,6.58617,724.9988002
3333,10,47,no,1,no,yes,yes,male,yes,12,no,6.2804,534.002222
3334,11,26,no,1,no,yes,yes,male,yes,12,no,6.44572,630.0001138
3335,12,48,no,1,no,yes,yes,male,yes,12,no,6.48004,651.9970256
3336,13,48,no,1,no,yes,yes,male,yes,12,no,6.77422,874.9965994
3337,14,48,no,1,no,yes,yes,male,yes,12,no,6.83195,926.9966947
3338,15,46,no,1,no,yes,yes,male,yes,12,no,6.90776,1000.004721
3339,16,49,yes,1,no,yes,yes,male,yes,12,no,7.00307,1100.004995
3340,3,49,yes,1,no,yes,yes,male,yes,16,no,6.25383,520.000618
3341,4,49,yes,1,no,yes,yes,male,yes,16,no,6.46147,640.0011671
3342,5,48,yes,1,no,yes,yes,male,yes,16,no,6.53669,689.9988977
3343,6,47,yes,1,no,yes,yes,male,yes,16,no,6.62007,749.9975951
3344,7,49,no,1,no,yes,yes,male,yes,16,no,6.63595,762.0026246
3345,8,49,no,1,no,yes,yes,male,yes,16,no,6.7511,854.9987441
3346,9,50,no,0,no,yes,yes,male,no,16,no,6.85646,949.9981146
3347,21,48,yes,0,yes,yes,yes,male,no,12,no,6.90575,997.9967302
3348,22,48,yes,0,yes,yes,yes,male,no,12,no,6.90575,997.9967302
3349,23,48,yes,0,yes,yes,yes,male,no,12,no,7.23418,1386.003909
3350,24,48,yes,0,yes,yes,no,male,no,12,no,7.2998,1480.003897
3351,25,48,yes,0,yes,yes,yes,male,no,12,no,7.31322,1499.999419
3352,26,48,yes,0,yes,yes,yes,male,no,12,no,7.37588,1596.996569
3353,27,47,yes,0,yes,yes,yes,male,no,12,no,7.61874,2035.995159
3354,17,51,yes,1,yes,no,yes,male,no,12,no,5.59842,269.9994711
3355,18,50,yes,1,yes,no,yes,male,no,12,no,6.21461,500.0009508
3356,19,50,yes,1,yes,no,yes,male,no,12,no,6.10925,450.0010878
3357,20,50,yes,1,yes,no,yes,male,yes,12,no,6.2634,525.0009121
3358,21,48,yes,1,yes,no,yes,male,yes,12,no,6.55108,699.9997655
3359,22,45,yes,1,yes,no,yes,male,yes,12,no,6.80239,899.995713
3360,23,42,yes,1,yes,no,yes,male,yes,12,no,6.95655,1050.004785
3361,18,48,no,0,yes,no,yes,male,no,7,no,5.70378,299.9992576
3362,19,50,no,0,yes,no,yes,male,no,7,no,5.72031,304.9994581
3363,20,50,no,0,yes,no,yes,male,no,7,no,5.99146,399.9981812
3364,21,50,no,0,yes,no,yes,male,no,7,no,6.05209,425.0003532
3365,22,48,no,0,yes,no,yes,male,no,7,no,6.21461,500.0009508
3366,23,48,no,0,yes,no,yes,male,no,7,no,6.2634,525.0009121
3367,24,49,no,1,yes,no,yes,male,no,7,no,6.30992,550.000947
3368,10,44,yes,0,yes,yes,yes,male,no,11,no,6.35437,574.9999765
3369,11,49,yes,0,yes,yes,yes,male,no,11,no,6.35437,574.9999765
3370,12,50,yes,0,yes,yes,yes,male,no,11,no,6.53669,689.9988977
3371,13,49,yes,0,yes,yes,yes,male,no,11,no,6.60665,739.9998622
3372,14,48,yes,0,yes,yes,yes,male,no,11,no,6.60665,739.9998622
3373,15,48,yes,0,yes,yes,yes,male,no,11,no,6.75693,859.9979452
3374,16,49,yes,0,yes,yes,yes,male,no,11,no,6.95177,1044.997738
3375,7,50,no,0,yes,yes,no,male,yes,14,yes,6.07535,435.0017265
3376,8,50,no,0,yes,yes,no,male,yes,14,yes,6.35437,574.9999765
3377,9,49,no,0,yes,yes,no,male,yes,14,yes,6.58617,724.9988002
3378,10,48,no,0,yes,yes,no,male,yes,14,yes,6.58893,727.0025608
3379,11,46,no,0,yes,yes,no,male,yes,14,yes,6.59304,729.9966901
3380,12,49,no,0,yes,yes,no,male,yes,14,yes,6.84268,936.9969245
3381,13,47,no,0,yes,yes,no,male,yes,14,yes,6.97261,1067.004
3382,7,44,yes,0,no,yes,yes,male,yes,10,no,6.56103,706.9995292
3383,8,49,yes,0,no,yes,yes,male,yes,10,no,6.90575,997.9967302
3384,9,45,yes,0,no,yes,yes,male,yes,10,no,6.7334,839.9984109
3385,10,49,yes,0,no,yes,yes,male,yes,10,no,6.8742,967.0014549
3386,11,47,yes,0,no,yes,yes,male,yes,10,no,7.03439,1135.00235
3387,12,49,yes,0,no,yes,yes,male,yes,10,no,7.03527,1136.001591
3388,13,39,yes,0,no,yes,yes,male,yes,10,no,7.19669,1335.004578
3389,18,49,no,1,no,yes,yes,male,yes,12,no,6.35611,576.0013474
3390,19,49,no,1,no,yes,yes,male,yes,12,no,6.49224,660.0001089
3391,20,49,no,1,no,yes,yes,male,yes,12,no,6.65929,779.9969427
3392,21,49,no,1,no,yes,yes,male,yes,12,no,6.56948,712.9989872
3393,22,49,no,1,no,yes,yes,male,yes,12,no,6.80017,897.9999387
3394,23,49,no,1,no,yes,yes,male,yes,12,no,6.73102,838.0015918
3395,24,48,no,1,no,yes,yes,male,yes,12,no,6.9256,1018.004889
3396,32,48,yes,0,no,yes,yes,male,yes,9,no,6.90575,997.9967302
3397,33,52,yes,0,no,yes,yes,male,yes,9,no,6.90575,997.9967302
3398,34,50,yes,0,no,yes,yes,male,yes,9,no,6.95655,1050.004785
3399,35,51,yes,0,no,yes,yes,male,yes,9,no,7.02554,1125.001896
3400,36,43,yes,0,no,yes,yes,male,yes,9,no,7.09008,1200.003797
3401,37,50,yes,0,no,yes,yes,male,yes,9,no,7.09008,1200.003797
3402,38,49,yes,0,no,yes,yes,male,yes,9,no,7.24423,1400.003478
3403,10,49,no,0,no,yes,yes,male,yes,15,no,6.72743,834.9985598
3404,11,49,no,0,no,yes,yes,male,yes,15,no,6.80239,899.995713
3405,12,48,no,0,no,yes,yes,male,yes,15,no,6.88653,978.998392
3406,13,48,no,0,no,yes,yes,male,yes,15,no,6.95655,1050.004785
3407,14,47,no,0,no,yes,yes,male,yes,15,no,7.09008,1200.003797
3408,15,46,no,0,no,yes,yes,male,yes,15,no,7.26193,1425.004143
3409,16,43,no,0,no,yes,yes,male,yes,15,no,7.42833,1682.994624
3410,26,41,yes,0,no,yes,yes,male,yes,12,no,6.55251,701.0014812
3411,27,47,yes,0,no,yes,yes,male,yes,12,no,6.62407,753.0035935
3412,28,32,yes,0,no,no,yes,male,yes,12,no,6.78672,886.0027018
3413,29,46,yes,0,no,no,yes,male,yes,12,no,6.83087,925.9960787
3414,30,44,yes,0,no,no,yes,male,yes,12,no,7.04491,1147.005601
3415,31,45,yes,0,no,no,yes,male,yes,12,no,7.02643,1126.003593
3416,32,23,yes,0,no,no,yes,male,yes,12,no,7.13569,1256.003332
3417,31,50,no,0,yes,yes,yes,male,no,12,no,6.5903,727.9992369
3418,32,50,no,0,yes,yes,yes,male,no,12,no,6.62007,749.9975951
3419,33,50,no,0,yes,yes,yes,male,no,12,no,6.65286,774.9976523
3420,34,50,no,0,yes,yes,yes,male,no,12,no,6.71538,824.9972063
3421,35,51,no,0,yes,yes,yes,male,no,12,no,6.77422,874.9965994
3422,36,50,yes,0,yes,yes,yes,male,no,12,no,6.85646,949.9981146
3423,37,51,no,0,yes,yes,yes,male,no,12,no,6.93245,1025.002161
3424,24,46,no,1,no,yes,no,male,no,16,no,6.80239,899.995713
3425,25,45,no,1,no,yes,no,male,no,16,no,6.90575,997.9967302
3426,26,47,no,1,no,yes,yes,male,yes,16,no,6.90776,1000.004721
3427,27,49,no,1,no,yes,yes,male,no,16,no,7.01481,1112.995157
3428,28,47,no,1,no,yes,yes,male,no,16,no,7.03878,1139.995963
3429,29,47,no,1,no,yes,yes,male,no,16,no,6.9489,1042.002894
3430,30,49,no,1,no,yes,yes,male,no,16,no,7.19669,1335.004578
3431,7,12,yes,0,no,yes,yes,male,yes,12,no,6.27288,530.0015865
3432,8,25,yes,0,no,yes,yes,male,yes,12,no,6.46303,641.0003481
3433,9,49,yes,0,no,yes,yes,male,yes,12,no,6.53088,686.0016274
3434,10,51,yes,0,no,yes,yes,male,yes,12,no,6.6695,788.0015052
3435,11,50,yes,0,no,yes,yes,male,yes,12,no,6.66696,786.0025212
3436,12,50,yes,0,no,yes,yes,male,no,12,no,7.02554,1125.001896
3437,13,46,yes,0,no,yes,no,male,no,12,no,7.02554,1125.001896
3438,22,48,no,0,no,yes,no,female,yes,12,no,6.15698,472.0004788
3439,23,47,no,0,no,yes,no,female,yes,12,no,6.10925,450.0010878
3440,24,48,no,0,no,yes,no,female,yes,12,no,6.33683,565.0024119
3441,25,49,no,0,no,yes,no,female,yes,12,no,6.35957,577.9977639
3442,26,48,no,0,no,yes,no,female,yes,12,no,6.58755,725.9999892
3443,27,47,no,0,no,yes,no,female,yes,12,no,6.71296,823.0031268
3444,28,47,no,0,no,yes,no,female,yes,12,no,5.84932,346.9983414
3445,12,50,no,1,yes,no,yes,male,no,14,no,6.55108,699.9997655
3446,13,50,no,1,yes,yes,yes,male,no,14,no,6.62007,749.9975951
3447,14,48,no,1,yes,yes,yes,male,no,14,no,6.70073,812.9990979
3448,15,49,no,1,yes,yes,yes,male,no,14,no,6.77194,873.0038798
3449,16,49,no,1,yes,yes,yes,male,no,14,no,6.85646,949.9981146
3450,17,49,no,1,yes,yes,yes,male,no,14,no,7.09008,1200.003797
3451,18,49,yes,1,yes,yes,yes,male,no,14,no,6.97261,1067.004
3452,39,44,yes,1,no,yes,no,female,yes,14,yes,5.94803,382.9980891
3453,40,48,yes,1,no,yes,no,female,yes,14,yes,6.05209,425.0003532
3454,41,35,yes,1,no,yes,no,female,yes,14,yes,6.11589,452.9990372
3455,42,48,yes,1,no,yes,no,female,yes,14,yes,6.18002,483.0016163
3456,43,48,yes,1,no,yes,no,female,yes,14,yes,6.25958,522.9992343
3457,44,48,yes,1,no,yes,no,female,yes,14,yes,6.31536,553.0011052
3458,45,48,yes,1,no,yes,no,female,yes,14,yes,6.36819,583.0016404
3459,8,41,yes,0,no,no,yes,male,no,14,no,6.21461,500.0009508
3460,9,42,yes,0,no,no,yes,male,no,14,no,6.30992,550.000947
3461,10,48,yes,0,no,yes,yes,male,yes,14,no,6.68461,799.9986179
3462,11,52,yes,0,no,yes,yes,male,yes,14,no,6.74288,847.9994608
3463,12,51,yes,0,no,yes,yes,male,yes,14,no,6.81344,909.9958145
3464,13,51,yes,0,no,yes,yes,male,yes,14,no,6.80239,899.995713
3465,14,49,yes,0,no,yes,yes,male,yes,14,no,6.95655,1050.004785
3466,33,41,yes,1,no,yes,yes,male,yes,8,no,6.90575,997.9967302
3467,34,45,yes,1,no,yes,yes,male,yes,8,no,6.90575,997.9967302
3468,35,47,yes,1,no,yes,yes,male,yes,8,no,7.18463,1319.001118
3469,36,46,yes,1,no,yes,yes,male,yes,8,no,7.28893,1464.003375
3470,37,43,yes,1,no,yes,yes,male,yes,8,no,7.3908,1621.002396
3471,38,47,yes,1,no,yes,yes,male,yes,8,no,7.48661,1783.994089
3472,39,46,yes,1,no,yes,yes,male,yes,8,no,7.5606,1920.997766
3473,15,49,yes,0,no,yes,yes,male,no,14,no,6.90575,997.9967302
3474,16,49,no,0,no,yes,yes,male,no,14,no,6.90575,997.9967302
3475,17,49,no,0,no,yes,yes,male,no,14,no,7.09008,1200.003797
3476,18,48,no,0,no,yes,yes,male,no,14,no,7.24423,1400.003478
3477,19,48,no,0,no,yes,yes,male,no,14,no,7.35436,1562.996358
3478,20,48,no,0,no,yes,yes,male,no,14,no,7.29097,1466.99299
3479,21,47,no,0,no,yes,yes,male,no,14,no,7.46737,1749.998133
3480,20,46,no,0,no,yes,no,female,no,12,no,6.2634,525.0009121
3481,21,49,no,0,no,yes,no,female,no,12,no,6.30079,545.0022919
3482,22,48,no,0,no,yes,no,female,no,12,no,6.39693,600.0002069
3483,23,49,no,0,no,yes,no,female,no,12,no,6.39693,600.0002069
3484,24,49,no,0,no,yes,no,female,no,12,no,6.5582,705.001549
3485,25,35,no,0,no,yes,no,female,no,12,no,6.77422,874.9965994
3486,26,36,no,0,no,yes,no,female,no,12,no,6.86901,961.9957185
3487,34,6,yes,1,no,yes,yes,male,yes,11,no,6.35957,577.9977639
3488,35,48,yes,1,no,yes,yes,male,yes,11,no,6.45677,637.0002194
3489,36,47,yes,1,no,yes,yes,male,yes,11,no,6.61338,744.9968573
3490,37,45,yes,1,no,yes,yes,male,yes,11,no,6.63988,765.0031871
3491,38,44,yes,1,no,yes,yes,male,yes,11,no,6.77422,874.9965994
3492,39,47,yes,1,no,yes,yes,male,yes,11,no,6.79122,889.9986982
3493,40,47,yes,1,no,yes,yes,male,yes,11,no,6.84055,935.0032451
3494,3,46,no,0,no,no,yes,male,no,17,no,6.62007,749.9975951
3495,4,48,no,0,no,no,yes,male,no,17,no,6.62007,749.9975951
3496,5,48,no,0,no,no,yes,male,no,17,no,6.68461,799.9986179
3497,6,49,no,0,no,no,yes,male,no,17,no,6.88755,979.9974798
3498,7,49,no,0,no,no,yes,male,no,17,no,6.85646,949.9981146
3499,8,49,no,0,no,no,yes,male,no,17,no,5.98896,398.9994347
3500,9,48,no,0,yes,yes,yes,male,no,17,no,6.12687,458.0003737
3501,28,46,yes,1,yes,yes,yes,male,yes,12,no,6.35957,577.9977639
3502,29,47,yes,1,yes,yes,yes,male,yes,12,no,6.45205,634.0006629
3503,30,47,yes,1,yes,yes,yes,male,yes,12,no,6.52942,685.0007958
3504,31,46,yes,1,yes,yes,yes,male,yes,12,no,6.63857,764.0016891
3505,32,46,yes,1,yes,yes,yes,male,yes,12,no,6.79122,889.9986982
3506,33,38,yes,1,yes,yes,yes,male,yes,12,no,6.95655,1050.004785
3507,34,45,no,1,yes,yes,yes,male,yes,12,no,7.03439,1135.00235
3508,14,44,no,0,no,no,no,female,no,17,no,6.64639,769.9996036
3509,15,44,no,0,no,no,no,female,yes,17,no,6.71538,824.9972063
3510,16,44,no,0,no,no,no,female,yes,17,no,6.77422,874.9965994
3511,17,44,no,0,no,no,no,female,yes,17,no,6.95655,1050.004785
3512,18,44,no,0,no,no,no,female,yes,17,no,6.95655,1050.004785
3513,19,44,no,0,no,no,no,female,yes,17,no,7.20786,1350.000174
3514,20,41,no,0,no,no,no,female,yes,17,no,7.18917,1325.002997
3515,7,46,yes,0,no,yes,yes,male,yes,12,no,6.80239,899.995713
3516,8,40,yes,0,no,yes,yes,male,yes,12,no,6.90575,997.9967302
3517,9,45,yes,0,no,yes,yes,male,yes,12,no,7.1025,1215.000783
3518,10,46,yes,0,no,yes,yes,male,yes,12,no,7.12769,1245.995391
3519,11,47,yes,0,no,yes,yes,male,yes,12,no,7.18311,1316.997759
3520,12,46,yes,0,no,yes,yes,male,yes,12,no,7.35372,1561.99636
3521,13,49,yes,0,no,yes,yes,male,yes,12,no,7.40001,1636.00079
3522,8,46,no,1,no,yes,yes,male,yes,12,no,6.49072,658.9976708
3523,9,49,yes,1,no,yes,yes,male,no,12,no,6.64509,768.9992545
3524,10,47,yes,1,no,yes,no,male,no,12,no,6.80239,899.995713
3525,11,46,yes,1,no,yes,no,male,no,12,no,6.73102,838.0015918
3526,12,40,yes,1,no,yes,yes,male,no,12,no,7.03703,1138.002714
3527,13,46,yes,1,no,yes,yes,male,no,12,no,6.49072,658.9976708
3528,14,48,yes,1,no,yes,yes,male,yes,12,no,7.31122,1497.002419
3529,23,48,no,0,no,no,yes,male,no,16,no,6.90575,997.9967302
3530,24,47,no,0,no,no,yes,male,no,16,no,6.90575,997.9967302
3531,25,48,no,0,no,no,yes,male,no,16,no,7.43838,1699.993999
3532,26,48,no,0,no,no,yes,male,no,16,no,7.6009,1999.995081
3533,27,48,no,0,no,no,yes,male,no,16,no,6.77422,874.9965994
3534,28,48,no,0,no,no,yes,male,no,16,no,7.62071,2040.010023
3535,29,47,no,0,no,no,yes,male,no,16,no,7.79028,2416.994246
3536,5,52,yes,0,no,yes,yes,male,no,12,no,6.35437,574.9999765
3537,6,51,yes,0,no,yes,yes,male,no,12,no,6.43775,624.9989689
3538,7,51,yes,0,no,yes,yes,male,no,12,no,6.55108,699.9997655
3539,8,51,yes,0,no,yes,yes,male,no,12,no,6.68461,799.9986179
3540,9,52,yes,0,no,yes,yes,male,no,12,no,6.74524,850.0031029
3541,10,51,yes,0,no,yes,yes,male,no,12,no,6.68461,799.9986179
3542,11,46,yes,0,no,yes,yes,male,no,12,no,6.80239,899.995713
3543,22,51,yes,0,no,no,yes,male,no,12,no,6.21461,500.0009508
3544,23,44,yes,0,no,no,yes,male,no,12,no,6.30992,550.000947
3545,24,38,yes,0,no,no,yes,male,no,12,no,6.37161,584.9989194
3546,25,39,yes,0,no,no,yes,male,no,12,no,6.39693,600.0002069
3547,26,52,yes,0,no,no,yes,male,no,12,no,6.55108,699.9997655
3548,27,51,yes,0,no,no,yes,male,no,12,no,6.55108,699.9997655
3549,28,51,yes,0,no,no,yes,male,no,12,no,6.71538,824.9972063
3550,34,48,yes,0,no,no,yes,male,no,12,no,6.28227,535.0017404
3551,35,49,yes,0,no,no,yes,male,no,12,no,6.51471,674.9981837
3552,36,50,yes,0,no,no,yes,male,no,12,no,6.58617,724.9988002
3553,37,49,yes,0,no,no,yes,male,no,12,no,6.71538,824.9972063
3554,38,50,yes,0,no,no,yes,male,no,12,no,6.7511,854.9987441
3555,39,48,no,0,no,no,yes,male,no,12,no,6.4552,636.0009137
3556,40,50,no,0,no,no,yes,male,no,12,no,6.7093,819.996441
3557,18,50,no,1,no,yes,yes,male,no,12,no,6.39526,598.9990427
3558,19,50,yes,1,no,yes,yes,male,no,12,no,6.49072,658.9976708
3559,20,49,yes,1,no,yes,yes,male,no,12,no,6.59578,731.9996238
3560,21,49,no,1,no,yes,yes,male,no,12,no,6.64118,765.998338
3561,22,48,no,1,no,yes,yes,male,no,12,no,6.80239,899.995713
3562,23,48,no,1,no,yes,yes,male,no,12,no,6.9187,1011.004834
3563,24,48,no,1,no,yes,yes,male,no,12,no,6.96035,1054.002394
3564,6,50,no,0,no,yes,yes,male,no,16,no,6.90575,997.9967302
3565,7,50,no,0,no,yes,yes,male,no,16,no,6.90575,997.9967302
3566,8,50,no,0,no,yes,yes,male,no,16,no,7.17012,1300.000594
3567,9,50,no,0,no,yes,yes,male,no,16,no,7.27932,1450.001689
3568,10,50,no,0,no,yes,yes,male,no,16,no,7.31322,1499.999419
3569,11,49,no,0,no,yes,yes,male,no,16,no,7.37776,1600.001747
3570,12,50,no,0,no,yes,yes,male,no,16,no,7.34923,1554.998718
3571,12,50,yes,0,no,yes,yes,male,no,13,no,6.19441,490.0022584
3572,13,48,yes,0,no,yes,yes,male,no,13,no,6.2634,525.0009121
3573,14,49,yes,0,no,yes,yes,male,no,13,no,6.29157,540.0004646
3574,15,47,yes,0,no,yes,yes,male,no,13,no,6.13123,460.0016148
3575,16,30,yes,0,no,yes,yes,male,no,13,no,6.74524,850.0031029
3576,17,49,yes,0,no,no,no,male,no,13,no,6.95655,1050.004785
3577,18,47,yes,0,no,no,no,male,no,13,no,6.84055,935.0032451
3578,4,50,yes,1,yes,no,yes,male,no,10,no,6.16331,474.9977181
3579,5,49,yes,1,yes,no,yes,male,no,10,no,6.39693,600.0002069
3580,6,47,yes,1,yes,no,yes,male,no,10,no,6.71538,824.9972063
3581,7,47,yes,1,yes,no,yes,male,no,10,no,6.58617,724.9988002
3582,8,47,yes,1,yes,no,yes,male,yes,10,no,6.81344,909.9958145
3583,9,46,yes,1,yes,no,yes,male,yes,10,no,6.90776,1000.004721
3584,10,48,yes,1,yes,no,yes,male,yes,10,no,7.00307,1100.004995
3585,35,50,yes,0,no,no,yes,male,no,5,no,6.03787,418.9996146
3586,36,50,yes,0,no,no,yes,male,no,5,no,6.1717,478.9997138
3587,37,50,yes,0,no,no,yes,male,no,5,no,6.13123,460.0016148
3588,38,50,yes,0,no,no,yes,male,no,5,no,6.18826,486.9979921
3589,39,50,yes,0,no,no,yes,male,no,5,no,5.76519,318.9996482
3590,40,48,yes,0,no,no,yes,male,no,5,no,5.98896,398.9994347
3591,41,50,yes,0,no,no,yes,male,no,5,no,5.99146,399.9981812
3592,18,39,no,0,no,yes,yes,male,yes,14,no,6.90575,997.9967302
3593,19,37,no,0,no,yes,yes,male,yes,14,no,6.90575,997.9967302
3594,20,44,no,0,no,yes,yes,male,yes,14,no,6.95655,1050.004785
3595,21,42,no,0,no,yes,yes,male,yes,14,no,7.09008,1200.003797
3596,22,42,no,0,no,yes,yes,male,yes,14,no,7.04752,1150.003195
3597,23,41,no,0,no,yes,yes,male,yes,14,no,7.1309,1250.001462
3598,24,36,no,0,no,yes,yes,male,yes,14,no,7.34666,1551.007502
3599,4,50,yes,0,yes,yes,no,female,no,12,yes,5.50126,245.0004384
3600,5,52,yes,0,yes,yes,no,female,no,12,yes,5.50126,245.0004384
3601,6,51,yes,0,yes,yes,no,female,no,12,yes,5.65249,285.0002336
3602,7,50,yes,0,yes,yes,no,female,no,12,yes,5.82305,338.0013873
3603,8,50,yes,0,yes,yes,no,female,no,12,yes,5.8999,365.0009659
3604,9,50,yes,0,yes,yes,no,female,no,12,yes,6.05209,425.0003532
3605,10,49,yes,0,yes,yes,no,female,no,12,yes,6.14204,465.0012064
3606,25,50,yes,1,no,yes,yes,male,no,14,no,6.77992,879.9983214
3607,26,47,yes,1,no,yes,yes,male,no,14,no,6.90575,997.9967302
3608,27,48,yes,1,no,yes,yes,male,no,14,no,6.98472,1080.003974
